         11x13EP                  (11x13EP.dat)                                                                                                                                     
         v2025-0210                                                                                                                                                                 
         Simulation Date: 06/09/2025                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLARS                                                                                                                                 
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (True Air Speed in MPH)                                                                                                                                                 
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
        5.92      0.0474      0.0782      0.1427      0.0864       1.935      10.162       9.585    1442.680       1.148      42.634       3.013        0.52     181916.    0.4977  
       11.84      0.0948      0.1531      0.1424      0.0881       1.973      10.365       9.569    1471.537       1.171      42.563       2.949        0.52     182212.    0.4867  
       17.77      0.1421      0.2243      0.1422      0.0901       2.018      10.600       9.554    1504.878       1.198      42.497       2.880        0.52     182555.    0.4748  
       23.69      0.1895      0.2912      0.1420      0.0924       2.069      10.866       9.539    1542.743       1.228      42.431       2.805        0.52     182948.    0.4621  
       29.61      0.2369      0.3537      0.1417      0.0949       2.125      11.164       9.522    1584.965       1.261      42.356       2.725        0.53     183393.    0.4486  
       35.53      0.2843      0.4115      0.1414      0.0977       2.187      11.489       9.500    1631.113       1.298      42.258       2.642        0.53     183895.    0.4344  
       41.45      0.3316      0.4645      0.1409      0.1006       2.254      11.836       9.470    1680.438       1.337      42.123       2.556        0.53     184456.    0.4196  
       47.38      0.3790      0.5128      0.1403      0.1037       2.322      12.198       9.427    1731.820       1.378      41.930       2.469        0.53     185078.    0.4043  
       53.30      0.4264      0.5564      0.1394      0.1068       2.392      12.564       9.365    1783.725       1.419      41.657       2.381        0.53     185761.    0.3888  
       59.22      0.4738      0.5958      0.1381      0.1098       2.460      12.919       9.280    1834.199       1.460      41.278       2.295        0.53     186509.    0.3729  
       65.14      0.5211      0.6311      0.1364      0.1126       2.522      13.248       9.164    1880.880       1.497      40.763       2.210        0.53     187320.    0.3569  
       71.06      0.5685      0.6629      0.1341      0.1150       2.576      13.531       9.012    1921.065       1.529      40.085       2.128        0.53     188197.    0.3407  
       76.99      0.6159      0.6914      0.1312      0.1169       2.617      13.747       8.816    1951.786       1.553      39.214       2.049        0.53     189138.    0.3245  
       82.91      0.6633      0.7173      0.1276      0.1180       2.642      13.875       8.571    1969.927       1.568      38.123       1.973        0.54     190144.    0.3082  
       88.83      0.7106      0.7407      0.1231      0.1181       2.645      13.893       8.271    1972.381       1.570      36.790       1.902        0.54     191214.    0.2918  
       94.75      0.7580      0.7621      0.1178      0.1171       2.623      13.779       7.913    1956.315       1.557      35.197       1.835        0.54     192347.    0.2753  
      100.67      0.8054      0.7816      0.1116      0.1149       2.574      13.520       7.495    1919.543       1.528      33.338       1.771        0.54     193540.    0.2586  
      106.60      0.8528      0.7994      0.1045      0.1114       2.495      13.106       7.018    1860.732       1.481      31.215       1.711        0.54     194793.    0.2417  
      112.52      0.9001      0.8154      0.0965      0.1066       2.387      12.536       6.486    1779.752       1.416      28.850       1.653        0.54     196102.    0.2246  
      118.44      0.9475      0.8292      0.0880      0.1005       2.251      11.821       5.909    1678.265       1.336      26.284       1.597        0.55     197467.    0.2071  
      124.36      0.9949      0.8405      0.0788      0.0933       2.090      10.978       5.298    1558.616       1.240      23.564       1.542        0.55     198885.    0.1893  
      130.28      1.0423      0.8484      0.0694      0.0852       1.908      10.023       4.660    1422.945       1.132      20.727       1.485        0.55     200354.    0.1710  
      136.20      1.0896      0.8516      0.0596      0.0762       1.707       8.967       4.003    1273.094       1.013      17.805       1.426        0.55     201874.    0.1522  
      142.13      1.1370      0.8481      0.0496      0.0665       1.489       7.823       3.333    1110.714       0.884      14.826       1.361        0.56     203442.    0.1326  
      148.05      1.1844      0.8342      0.0395      0.0561       1.257       6.603       2.656     937.407       0.746      11.815       1.285        0.56     205058.    0.1117  
      153.97      1.2318      0.8021      0.0294      0.0452       1.012       5.317       1.978     754.852       0.601       8.797       1.188        0.56     206720.    0.0891  
      159.89      1.2791      0.7337      0.0194      0.0338       0.758       3.979       1.304     564.930       0.450       5.799       1.047        0.57     208427.    0.0638  
      165.81      1.3265      0.5714      0.0095      0.0221       0.496       2.605       0.641     369.804       0.294       2.851       0.786        0.57     210180.    0.0336  
      171.74      1.3739     -0.0068     -0.0001      0.0103       0.231       1.211      -0.003     171.965       0.137      -0.015      -0.009        0.57     211976.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      13000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1431      0.0852       2.425      11.759      11.283    1808.640       1.329      50.187       2.830        0.57     196797.    0.5070  
        6.41      0.0474      0.0781      0.1428      0.0866       2.467      11.961      11.263    1839.688       1.351      50.099       2.777        0.57     197071.    0.4971  
       12.83      0.0947      0.1529      0.1426      0.0884       2.516      12.199      11.246    1876.254       1.378      50.023       2.719        0.57     197391.    0.4863  
       19.24      0.1421      0.2240      0.1424      0.0904       2.573      12.474      11.231    1918.590       1.409      49.955       2.655        0.57     197762.    0.4746  
       25.65      0.1894      0.2909      0.1422      0.0926       2.637      12.787      11.216    1966.777       1.445      49.888       2.587        0.57     198187.    0.4621  
       32.07      0.2368      0.3534      0.1420      0.0952       2.710      13.138      11.199    2020.641       1.484      49.812       2.514        0.57     198669.    0.4487  
       38.48      0.2842      0.4112      0.1417      0.0979       2.789      13.521      11.177    2079.672       1.528      49.713       2.438        0.57     199212.    0.4347  
       44.90      0.3315      0.4643      0.1413      0.1009       2.874      13.933      11.145    2142.954       1.574      49.573       2.359        0.57     199819.    0.4201  
       51.31      0.3789      0.5126      0.1408      0.1040       2.962      14.363      11.099    2209.085       1.623      49.369       2.279        0.57     200492.    0.4050  
       57.72      0.4263      0.5563      0.1399      0.1072       3.052      14.799      11.032    2276.130       1.672      49.072       2.198        0.57     201232.    0.3895  
       64.14      0.4736      0.5957      0.1387      0.1103       3.140      15.224      10.938    2341.586       1.720      48.652       2.119        0.57     202040.    0.3738  
       70.55      0.5210      0.6311      0.1371      0.1131       3.222      15.620      10.808    2402.414       1.765      48.075       2.041        0.57     202919.    0.3578  
       76.96      0.5683      0.6629      0.1349      0.1156       3.292      15.962      10.635    2455.109       1.803      47.304       1.965        0.58     203868.    0.3418  
       83.38      0.6157      0.6915      0.1320      0.1175       3.347      16.227      10.411    2495.821       1.833      46.306       1.892        0.58     204888.    0.3256  
       89.79      0.6631      0.7174      0.1284      0.1187       3.380      16.388      10.128    2520.496       1.851      45.048       1.823        0.58     205977.    0.3094  
       96.20      0.7104      0.7409      0.1240      0.1189       3.386      16.417       9.780    2525.082       1.855      43.501       1.757        0.58     207136.    0.2931  
      102.62      0.7578      0.7624      0.1187      0.1180       3.360      16.292       9.363    2505.867       1.841      41.645       1.695        0.58     208362.    0.2766  
      109.03      0.8052      0.7820      0.1125      0.1159       3.299      15.994       8.874    2459.953       1.807      39.469       1.636        0.59     209655.    0.2600  
      115.45      0.8525      0.8000      0.1054      0.1124       3.199      15.510       8.314    2385.557       1.752      36.979       1.581        0.59     211012.    0.2431  
      121.86      0.8999      0.8162      0.0975      0.1075       3.061      14.840       7.688    2282.423       1.677      34.196       1.528        0.59     212431.    0.2260  
      128.27      0.9472      0.8303      0.0889      0.1014       2.887      13.996       7.008    2152.628       1.581      31.170       1.477        0.59     213910.    0.2085  
      134.69      0.9946      0.8420      0.0797      0.0942       2.681      12.998       6.285    1999.177       1.469      27.957       1.426        0.59     215446.    0.1907  
      141.10      1.0420      0.8504      0.0701      0.0859       2.447      11.865       5.531    1824.851       1.340      24.602       1.375        0.60     217038.    0.1725  
      147.51      1.0893      0.8543      0.0603      0.0769       2.189      10.611       4.753    1632.045       1.199      21.143       1.321        0.60     218684.    0.1536  
      153.93      1.1367      0.8518      0.0502      0.0670       1.908       9.251       3.960    1422.899       1.045      17.613       1.262        0.60     220382.    0.1340  
      160.34      1.1841      0.8391      0.0400      0.0565       1.609       7.799       3.157    1199.489       0.881      14.041       1.194        0.61     222132.    0.1131  
      166.76      1.2314      0.8089      0.0298      0.0454       1.293       6.268       2.352     963.990       0.708      10.460       1.106        0.61     223933.    0.0905  
      173.17      1.2788      0.7430      0.0197      0.0339       0.964       4.674       1.551     718.842       0.528       6.900       0.979        0.61     225782.    0.0650  
      179.58      1.3261      0.5841      0.0097      0.0220       0.626       3.035       0.764     466.862       0.343       3.397       0.742        0.62     227680.    0.0346  
      186.00      1.3735     -0.0037      0.0000      0.0100       0.283       1.374      -0.002     211.312       0.155      -0.009      -0.005        0.62     229624.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      14000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1433      0.0855       3.042      13.697      13.101    2268.651       1.547      58.274       2.619        0.61     211929.    0.5057  
        6.90      0.0473      0.0778      0.1430      0.0870       3.094      13.929      13.080    2307.116       1.574      58.179       2.571        0.61     212225.    0.4961  
       13.81      0.0947      0.1525      0.1428      0.0887       3.155      14.203      13.062    2352.531       1.605      58.099       2.518        0.61     212569.    0.4855  
       20.71      0.1420      0.2234      0.1427      0.0907       3.225      14.521      13.047    2405.247       1.641      58.031       2.460        0.61     212968.    0.4740  
       27.62      0.1894      0.2903      0.1425      0.0930       3.306      14.884      13.032    2465.412       1.682      57.967       2.398        0.61     213425.    0.4617  
       34.52      0.2367      0.3528      0.1423      0.0955       3.397      15.292      13.016    2532.859       1.728      57.896       2.331        0.61     213943.    0.4486  
       41.43      0.2841      0.4106      0.1421      0.0983       3.496      15.739      12.995    2607.015       1.778      57.801       2.261        0.61     214528.    0.4347  
       48.33      0.3314      0.4637      0.1418      0.1013       3.603      16.221      12.964    2686.785       1.833      57.662       2.188        0.61     215180.    0.4203  
       55.24      0.3788      0.5121      0.1412      0.1045       3.715      16.726      12.916    2770.459       1.890      57.453       2.115        0.62     215903.    0.4054  
       62.14      0.4261      0.5559      0.1405      0.1077       3.829      17.240      12.846    2855.630       1.948      57.139       2.040        0.62     216699.    0.3901  
       69.05      0.4735      0.5953      0.1394      0.1108       3.941      17.745      12.744    2939.162       2.005      56.686       1.967        0.62     217569.    0.3745  
       75.95      0.5208      0.6308      0.1378      0.1138       4.046      18.216      12.601    3017.204       2.058      56.051       1.894        0.62     218514.    0.3587  
       82.86      0.5682      0.6626      0.1357      0.1163       4.137      18.627      12.408    3085.287       2.104      55.192       1.824        0.62     219536.    0.3428  
       89.76      0.6155      0.6913      0.1329      0.1183       4.209      18.948      12.155    3138.484       2.141      54.067       1.757        0.62     220633.    0.3267  
       96.67      0.6629      0.7172      0.1294      0.1196       4.253      19.148      11.834    3171.599       2.163      52.638       1.692        0.62     221806.    0.3106  
      103.57      0.7102      0.7408      0.1251      0.1199       4.264      19.195      11.436    3179.429       2.169      50.868       1.631        0.63     223053.    0.2943  
      110.48      0.7576      0.7623      0.1198      0.1191       4.234      19.061      10.956    3157.174       2.153      48.733       1.574        0.63     224374.    0.2779  
      117.38      0.8049      0.7821      0.1136      0.1169       4.159      18.722      10.391    3101.047       2.115      46.221       1.520        0.63     225766.    0.2613  
      124.29      0.8522      0.8002      0.1065      0.1135       4.035      18.164       9.742    3008.698       2.052      43.334       1.469        0.63     227227.    0.2445  
      131.19      0.8996      0.8166      0.0986      0.1086       3.862      17.386       9.015    2879.684       1.964      40.098       1.420        0.64     228756.    0.2274  
      138.10      0.9469      0.8311      0.0899      0.1024       3.643      16.401       8.222    2716.527       1.853      36.571       1.373        0.64     230348.    0.2100  
      145.00      0.9943      0.8432      0.0807      0.0951       3.383      15.232       7.378    2523.037       1.721      32.818       1.326        0.64     232003.    0.1922  
      151.91      1.0416      0.8521      0.0710      0.0868       3.088      13.902       6.496    2302.760       1.571      28.894       1.279        0.64     233717.    0.1740  
      158.81      1.0890      0.8567      0.0611      0.0776       2.761      12.429       5.585    2058.762       1.404      24.843       1.230        0.65     235490.    0.1551  
      165.71      1.1363      0.8550      0.0509      0.0676       2.405      10.830       4.655    1793.780       1.224      20.704       1.177        0.65     237319.    0.1354  
      172.62      1.1837      0.8436      0.0406      0.0570       2.026       9.119       3.712    1510.455       1.030      16.513       1.115        0.65     239203.    0.1146  
      179.52      1.2310      0.8151      0.0303      0.0457       1.625       7.315       2.767    1211.566       0.826      12.305       1.036        0.66     241141.    0.0919  
      186.43      1.2784      0.7518      0.0200      0.0339       1.207       5.435       1.826     900.223       0.614       8.121       0.920        0.66     243132.    0.0663  
      193.33      1.3257      0.5961      0.0098      0.0219       0.778       3.502       0.899     580.047       0.396       4.001       0.703        0.66     245175.    0.0356  
      200.24      1.3731     -0.0027      0.0000      0.0096       0.342       1.542      -0.002     255.341       0.174      -0.008      -0.003        0.67     247268.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      15000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1434      0.0862       3.769      15.835      15.057    2810.247       1.789      66.975       2.430        0.65     227061.    0.5030  
        7.39      0.0473      0.0774      0.1432      0.0876       3.831      16.098      15.035    2856.857       1.819      66.874       2.387        0.65     227377.    0.4937  
       14.79      0.0946      0.1516      0.1430      0.0893       3.905      16.409      15.016    2912.041       1.854      66.793       2.339        0.65     227745.    0.4835  
       22.18      0.1420      0.2223      0.1429      0.0912       3.991      16.771      15.002    2976.271       1.895      66.728       2.286        0.66     228172.    0.4723  
       29.58      0.1893      0.2890      0.1428      0.0935       4.090      17.185      14.989    3049.785       1.942      66.671       2.229        0.66     228660.    0.4604  
       36.97      0.2366      0.3514      0.1426      0.0960       4.201      17.651      14.975    3132.454       1.994      66.609       2.168        0.66     229215.    0.4476  
       44.37      0.2839      0.4093      0.1425      0.0988       4.323      18.165      14.956    3223.658       2.052      66.525       2.104        0.66     229840.    0.4341  
       51.76      0.3313      0.4625      0.1422      0.1019       4.455      18.720      14.927    3322.152       2.115      66.396       2.038        0.66     230538.    0.4200  
       59.15      0.3786      0.5109      0.1417      0.1050       4.594      19.305      14.881    3425.930       2.181      66.191       1.970        0.66     231311.    0.4054  
       66.55      0.4259      0.5548      0.1411      0.1083       4.737      19.903      14.809    3532.106       2.249      65.872       1.902        0.66     232162.    0.3904  
       73.94      0.4732      0.5944      0.1400      0.1115       4.877      20.493      14.702    3636.847       2.315      65.395       1.834        0.66     233093.    0.3750  
       81.34      0.5206      0.6299      0.1386      0.1145       5.009      21.048      14.549    3735.389       2.378      64.713       1.767        0.66     234104.    0.3594  
       88.73      0.5679      0.6619      0.1366      0.1172       5.126      21.537      14.338    3822.129       2.433      63.774       1.701        0.67     235197.    0.3437  
       96.13      0.6152      0.6906      0.1339      0.1193       5.218      21.924      14.058    3890.814       2.477      62.528       1.639        0.67     236372.    0.3277  
      103.52      0.6625      0.7166      0.1305      0.1206       5.277      22.172      13.698    3934.816       2.505      60.927       1.579        0.67     237627.    0.3117  
      110.91      0.7099      0.7402      0.1262      0.1210       5.294      22.243      13.249    3947.486       2.513      58.931       1.522        0.67     238963.    0.2956  
      118.31      0.7572      0.7619      0.1210      0.1203       5.260      22.104      12.704    3922.686       2.497      56.507       1.469        0.67     240377.    0.2793  
      125.70      0.8045      0.7818      0.1149      0.1182       5.170      21.725      12.059    3855.526       2.455      53.639       1.419        0.68     241869.    0.2628  
      133.10      0.8518      0.8001      0.1078      0.1148       5.019      21.091      11.315    3742.913       2.383      50.330       1.371        0.68     243434.    0.2460  
      140.49      0.8991      0.8167      0.0998      0.1099       4.806      20.196      10.478    3584.129       2.282      46.608       1.326        0.68     245071.    0.2290  
      147.89      0.9465      0.8315      0.0911      0.1037       4.536      19.058       9.563    3382.184       2.153      42.538       1.283        0.68     246777.    0.2116  
      155.28      0.9938      0.8440      0.0818      0.0963       4.213      17.704       8.588    3141.820       2.000      38.198       1.240        0.69     248550.    0.1938  
      162.67      1.0411      0.8534      0.0721      0.0879       3.845      16.158       7.565    2867.510       1.826      33.651       1.197        0.69     250387.    0.1756  
      170.07      1.0884      0.8587      0.0620      0.0786       3.437      14.443       6.509    2563.125       1.632      28.950       1.152        0.69     252285.    0.1567  
      177.46      1.1358      0.8580      0.0517      0.0684       2.993      12.578       5.427    2232.119       1.421      24.141       1.103        0.70     254244.    0.1371  
      184.86      1.1831      0.8479      0.0413      0.0576       2.518      10.581       4.331    1877.814       1.195      19.266       1.046        0.70     256262.    0.1161  
      192.25      1.2304      0.8211      0.0308      0.0461       2.017       8.473       3.230    1503.744       0.957      14.367       0.974        0.70     258338.    0.0934  
      199.65      1.2777      0.7602      0.0203      0.0342       1.494       6.277       2.133    1114.041       0.709       9.488       0.869        0.71     260469.    0.0677  
      207.04      1.3251      0.6069      0.0100      0.0219       0.957       4.022       1.052     713.731       0.454       4.680       0.669        0.71     262657.    0.0366  
      214.43      1.3724     -0.0013      0.0000      0.0095       0.414       1.741      -0.001     308.929       0.197      -0.004      -0.001        0.71     264898.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      16000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1436      0.0873       4.635      18.258      17.150    3456.235       2.063      76.283       2.251        0.70     242191.    0.4972  
        7.88      0.0473      0.0764      0.1434      0.0887       4.709      18.551      17.126    3511.678       2.096      76.176       2.212        0.70     242527.    0.4883  
       15.76      0.0946      0.1499      0.1432      0.0904       4.797      18.899      17.108    3577.490       2.135      76.096       2.169        0.70     242920.    0.4786  
       23.64      0.1419      0.2199      0.1431      0.0923       4.900      19.304      17.094    3654.284       2.181      76.036       2.122        0.70     243373.    0.4679  
       31.52      0.1891      0.2861      0.1430      0.0945       5.019      19.770      17.084    3742.402       2.234      75.990       2.071        0.70     243893.    0.4565  
       39.40      0.2364      0.3482      0.1429      0.0971       5.152      20.295      17.074    3841.756       2.293      75.944       2.016        0.70     244484.    0.4443  
       47.28      0.2837      0.4059      0.1428      0.0998       5.299      20.875      17.059    3951.683       2.358      75.879       1.958        0.70     245148.    0.4314  
       55.16      0.3310      0.4590      0.1426      0.1028       5.459      21.504      17.034    4070.774       2.430      75.769       1.898        0.70     245891.    0.4179  
       63.04      0.3783      0.5076      0.1423      0.1060       5.628      22.170      16.992    4196.683       2.505      75.581       1.836        0.70     246714.    0.4038  
       70.93      0.4256      0.5517      0.1417      0.1093       5.801      22.853      16.922    4325.991       2.582      75.270       1.774        0.70     247619.    0.3893  
       78.81      0.4728      0.5915      0.1408      0.1125       5.973      23.529      16.814    4454.089       2.658      74.788       1.712        0.71     248610.    0.3745  
       86.69      0.5201      0.6274      0.1394      0.1156       6.135      24.169      16.654    4575.216       2.731      74.076       1.651        0.71     249686.    0.3594  
       94.57      0.5674      0.6597      0.1375      0.1183       6.279      24.736      16.428    4682.562       2.795      73.073       1.591        0.71     250850.    0.3440  
      102.45      0.6147      0.6888      0.1350      0.1205       6.395      25.190      16.124    4768.521       2.846      71.720       1.534        0.71     252100.    0.3285  
      110.33      0.6620      0.7151      0.1317      0.1219       6.470      25.489      15.728    4824.992       2.880      69.958       1.478        0.71     253437.    0.3128  
      118.21      0.7093      0.7390      0.1275      0.1224       6.496      25.588      15.229    4843.739       2.891      67.738       1.426        0.72     254860.    0.2968  
      126.09      0.7565      0.7609      0.1224      0.1217       6.460      25.446      14.618    4816.982       2.875      65.020       1.376        0.72     256368.    0.2807  
      133.97      0.8038      0.7809      0.1163      0.1197       6.354      25.031      13.890    4738.276       2.828      61.785       1.330        0.72     257957.    0.2643  
      141.85      0.8511      0.7994      0.1092      0.1163       6.173      24.318      13.047    4603.356       2.747      58.033       1.286        0.72     259626.    0.2477  
      149.73      0.8984      0.8163      0.1013      0.1114       5.915      23.302      12.094    4410.957       2.633      53.794       1.244        0.73     261371.    0.2307  
      157.61      0.9457      0.8314      0.0925      0.1052       5.585      22.000      11.048    4164.544       2.486      49.143       1.203        0.73     263189.    0.2133  
      165.49      0.9930      0.8443      0.0831      0.0978       5.190      20.444       9.930    3869.971       2.310      44.167       1.164        0.73     265079.    0.1956  
      173.37      1.0402      0.8544      0.0733      0.0892       4.738      18.663       8.755    3532.804       2.108      38.944       1.124        0.74     267037.    0.1774  
      181.25      1.0875      0.8604      0.0631      0.0798       4.235      16.682       7.539    3157.878       1.885      33.533       1.083        0.74     269060.    0.1586  
      189.13      1.1348      0.8607      0.0527      0.0695       3.687      14.525       6.293    2749.605       1.641      27.989       1.038        0.74     271148.    0.1389  
      197.02      1.1821      0.8516      0.0421      0.0584       3.101      12.216       5.027    2312.443       1.380      22.360       0.986        0.75     273299.    0.1179  
      204.90      1.2294      0.8259      0.0314      0.0468       2.483       9.780       3.753    1851.350       1.105      16.694       0.919        0.75     275510.    0.0950  
      212.78      1.2767      0.7653      0.0208      0.0347       1.840       7.249       2.482    1372.273       0.819      11.041       0.820        0.75     277781.    0.0689  
      220.66      1.3239      0.6098      0.0103      0.0223       1.184       4.662       1.227     882.547       0.527       5.456       0.630        0.76     280111.    0.0372  
      228.54      1.3712      0.0000      0.0000      0.0099       0.524       2.066       0.000     391.075       0.233       0.000       0.000        0.76     282498.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      17000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1437      0.0894       5.692      21.103      19.376    4244.509       2.384      86.182       2.070        0.74     257320.    0.4861  
        8.36      0.0472      0.0747      0.1435      0.0908       5.779      21.427      19.350    4309.555       2.421      86.071       2.037        0.74     257676.    0.4779  
       16.72      0.0944      0.1465      0.1434      0.0924       5.883      21.812      19.332    4386.955       2.464      85.991       1.999        0.74     258092.    0.4688  
       25.09      0.1417      0.2152      0.1433      0.0943       6.004      22.262      19.321    4477.474       2.515      85.938       1.957        0.74     258572.    0.4589  
       33.45      0.1889      0.2804      0.1432      0.0965       6.144      22.779      19.313    4581.567       2.574      85.906       1.912        0.74     259123.    0.4482  
       41.81      0.2361      0.3416      0.1432      0.0990       6.302      23.364      19.308    4699.192       2.640      85.880       1.864        0.74     259748.    0.4368  
       50.17      0.2833      0.3986      0.1431      0.1017       6.477      24.012      19.299    4829.632       2.713      85.841       1.812        0.74     260452.    0.4247  
       58.53      0.3305      0.4514      0.1430      0.1047       6.667      24.717      19.281    4971.282       2.792      85.761       1.759        0.75     261238.    0.4120  
       66.89      0.3778      0.4998      0.1427      0.1079       6.868      25.463      19.245    5121.415       2.877      85.602       1.704        0.75     262109.    0.3988  
       75.26      0.4250      0.5440      0.1422      0.1111       7.075      26.232      19.181    5275.953       2.964      85.318       1.649        0.75     263068.    0.3852  
       83.62      0.4722      0.5842      0.1415      0.1143       7.281      26.994      19.076    5429.329       3.050      84.851       1.594        0.75     264116.    0.3713  
       91.98      0.5194      0.6206      0.1403      0.1174       7.476      27.716      18.915    5574.547       3.131      84.133       1.539        0.75     265256.    0.3570  
      100.34      0.5666      0.6535      0.1385      0.1201       7.648      28.356      18.681    5703.340       3.204      83.093       1.486        0.75     266488.    0.3425  
      108.70      0.6138      0.6834      0.1361      0.1223       7.787      28.870      18.358    5806.536       3.262      81.657       1.434        0.76     267813.    0.3277  
      117.06      0.6611      0.7105      0.1330      0.1237       7.878      29.207      17.931    5874.426       3.300      79.757       1.384        0.76     269230.    0.3127  
      125.43      0.7083      0.7353      0.1289      0.1242       7.908      29.320      17.386    5897.225       3.313      77.331       1.337        0.76     270739.    0.2974  
      133.79      0.7555      0.7579      0.1239      0.1235       7.866      29.163      16.711    5865.656       3.295      74.332       1.292        0.76     272337.    0.2818  
      142.15      0.8027      0.7787      0.1179      0.1216       7.740      28.697      15.902    5771.908       3.242      70.731       1.250        0.77     274023.    0.2658  
      150.51      0.8499      0.7978      0.1109      0.1182       7.524      27.895      14.956    5610.591       3.152      66.526       1.209        0.77     275793.    0.2494  
      158.87      0.8972      0.8152      0.1029      0.1133       7.214      26.747      13.882    5379.627       3.022      61.747       1.170        0.77     277644.    0.2326  
      167.23      0.9444      0.8308      0.0942      0.1070       6.816      25.270      12.698    5082.483       2.855      56.479       1.133        0.77     279574.    0.2154  
      175.60      0.9916      0.8442      0.0847      0.0995       6.337      23.496      11.426    4725.850       2.655      50.823       1.097        0.78     281579.    0.1977  
      183.96      1.0388      0.8548      0.0748      0.0909       5.788      21.461      10.087    4316.442       2.425      44.868       1.060        0.78     283656.    0.1796  
      192.32      1.0860      0.8615      0.0645      0.0813       5.177      19.194       8.697    3860.508       2.169      38.685       1.022        0.78     285803.    0.1607  
      200.68      1.1333      0.8623      0.0539      0.0709       4.511      16.726       7.269    3364.161       1.890      32.334       0.980        0.79     288017.    0.1410  
      209.04      1.1805      0.8532      0.0431      0.0597       3.800      14.089       5.816    2833.765       1.592      25.871       0.931        0.79     290298.    0.1198  
      217.40      1.2277      0.8259      0.0323      0.0480       3.053      11.320       4.350    2276.708       1.279      19.348       0.867        0.80     292643.    0.0964  
      225.77      1.2749      0.7602      0.0214      0.0358       2.282       8.462       2.882    1701.915       0.956      12.820       0.768        0.80     295052.    0.0696  
      234.13      1.3221      0.5930      0.0106      0.0236       1.502       5.570       1.427    1120.260       0.629       6.347       0.578        0.80     297522.    0.0368  
      242.49      1.3693     -0.0004      0.0000      0.0115       0.730       2.708       0.000     544.669       0.306      -0.002       0.000        0.81     300053.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
