         15x12E                   (15x12E.dat)                                                                                                                                      
         v2022-0915                                                                                                                                                                 
         Simulation Date: 11/02/2023                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       89.92      0.5275      0.7524      0.0779      0.0546       5.769      30.303      18.106    4302.292       3.424      80.535       1.909        0.72     258954.    0.3177  
       95.54      0.5605      0.7726      0.0731      0.0531       5.602      29.424      16.990    4177.381       3.324      75.573       1.845        0.73     259791.    0.2974  
      101.16      0.5935      0.7907      0.0679      0.0510       5.384      28.280      15.783    4014.971       3.195      70.201       1.783        0.73     260670.    0.2771  
      106.78      0.6264      0.8064      0.0624      0.0485       5.118      26.881      14.495    3816.396       3.037      64.474       1.723        0.73     261589.    0.2566  
      112.40      0.6594      0.8195      0.0566      0.0455       4.806      25.245      13.143    3584.159       2.852      58.458       1.663        0.73     262547.    0.2359  
      118.02      0.6924      0.8295      0.0505      0.0422       4.453      23.390      11.738    3320.795       2.643      52.212       1.603        0.73     263544.    0.2149  
      123.64      0.7253      0.8356      0.0443      0.0385       4.062      21.333      10.294    3028.704       2.410      45.787       1.542        0.73     264579.    0.1935  
      129.26      0.7583      0.8364      0.0380      0.0344       3.635      19.090       8.820    2710.276       2.157      39.232       1.476        0.73     265653.    0.1715  
      134.88      0.7913      0.8299      0.0315      0.0301       3.176      16.679       7.328    2368.033       1.884      32.593       1.404        0.74     266764.    0.1486  
      140.50      0.8242      0.8120      0.0251      0.0255       2.689      14.121       5.827    2004.858       1.595      25.918       1.318        0.74     267912.    0.1245  
      146.12      0.8572      0.7745      0.0186      0.0206       2.178      11.440       4.330    1624.192       1.292      19.258       1.209        0.74     269098.    0.0984  
      151.74      0.8902      0.6986      0.0123      0.0156       1.650       8.665       2.848    1230.240       0.979      12.669       1.050        0.74     270320.    0.0693  
      157.36      0.9232      0.5278      0.0060      0.0105       1.111       5.833       1.397     828.103       0.659       6.214       0.765        0.74     271579.    0.0354  
      162.98      0.9561     -0.0083      0.0000      0.0054       0.568       2.982      -0.011     423.322       0.337      -0.049      -0.012        0.75     272868.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      13000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1092      0.0464       6.233      30.221      29.762    4648.214       3.414     132.379       2.904        0.77     272003.    0.6197  
        6.08      0.0329      0.0755      0.1088      0.0474       6.370      30.883      29.653    4749.924       3.489     131.895       2.832        0.77     272240.    0.6031  
       12.16      0.0658      0.1469      0.1083      0.0485       6.515      31.588      29.528    4858.461       3.569     131.338       2.757        0.77     272507.    0.5859  
       18.24      0.0988      0.2143      0.1078      0.0497       6.668      32.330      29.381    4972.580       3.653     130.687       2.680        0.77     272808.    0.5682  
       24.32      0.1317      0.2774      0.1071      0.0508       6.827      33.098      29.207    5090.652       3.739     129.912       2.602        0.77     273144.    0.5501  
       30.40      0.1646      0.3364      0.1064      0.0520       6.987      33.877      28.997    5210.515       3.827     128.979       2.524        0.77     273517.    0.5317  
       36.48      0.1975      0.3912      0.1054      0.0532       7.147      34.651      28.744    5329.463       3.915     127.851       2.446        0.78     273931.    0.5130  
       42.56      0.2305      0.4420      0.1043      0.0544       7.301      35.397      28.436    5444.260       3.999     126.485       2.369        0.78     274386.    0.4942  
       48.64      0.2634      0.4889      0.1029      0.0554       7.444      36.092      28.066    5551.212       4.078     124.836       2.293        0.78     274884.    0.4752  
       54.72      0.2963      0.5322      0.1013      0.0564       7.572      36.710      27.621    5646.206       4.147     122.858       2.219        0.78     275426.    0.4562  
       60.80      0.3292      0.5721      0.0994      0.0572       7.677      37.221      27.092    5724.835       4.205     120.505       2.146        0.78     276012.    0.4370  
       66.87      0.3622      0.6087      0.0971      0.0578       7.754      37.596      26.469    5782.458       4.248     117.735       2.076        0.78     276645.    0.4178  
       72.95      0.3951      0.6423      0.0944      0.0581       7.797      37.803      25.744    5814.309       4.271     114.507       2.008        0.78     277324.    0.3986  
       79.03      0.4280      0.6731      0.0914      0.0581       7.799      37.811      24.907    5815.596       4.272     110.788       1.943        0.78     278049.    0.3792  
       85.11      0.4609      0.7012      0.0879      0.0578       7.753      37.591      23.955    5781.664       4.247     106.551       1.879        0.78     278820.    0.3598  
       91.19      0.4938      0.7269      0.0839      0.0570       7.655      37.113      22.881    5708.129       4.193     101.777       1.818        0.78     279637.    0.3402  
       97.27      0.5268      0.7502      0.0795      0.0558       7.498      36.352      21.686    5591.170       4.107      96.460       1.759        0.78     280499.    0.3205  
      103.35      0.5597      0.7713      0.0747      0.0542       7.279      35.291      20.370    5427.883       3.987      90.608       1.702        0.79     281406.    0.3005  
      109.43      0.5926      0.7900      0.0695      0.0521       6.996      33.918      18.941    5216.808       3.832      84.249       1.647        0.79     282357.    0.2804  
      115.51      0.6255      0.8064      0.0639      0.0495       6.650      32.243      17.412    4959.193       3.643      77.449       1.593        0.79     283351.    0.2599  
      121.59      0.6585      0.8202      0.0580      0.0465       6.246      30.285      15.802    4657.991       3.422      70.285       1.539        0.79     284388.    0.2393  
      127.67      0.6914      0.8308      0.0518      0.0431       5.788      28.063      14.126    4316.279       3.171      62.831       1.484        0.79     285467.    0.2182  
      133.75      0.7243      0.8375      0.0455      0.0393       5.280      25.600      12.399    3937.393       2.892      55.149       1.428        0.79     286587.    0.1967  
      139.83      0.7572      0.8387      0.0390      0.0352       4.727      22.918      10.633    3524.924       2.589      47.297       1.368        0.80     287748.    0.1745  
      145.91      0.7901      0.8322      0.0324      0.0308       4.134      20.044       8.842    3082.879       2.265      39.331       1.301        0.80     288950.    0.1513  
      151.99      0.8231      0.8132      0.0258      0.0261       3.508      17.008       7.039    2615.982       1.922      31.308       1.220        0.80     290192.    0.1267  
      158.07      0.8560      0.7726      0.0192      0.0213       2.856      13.848       5.236    2129.905       1.565      23.288       1.115        0.80     291474.    0.0998  
      164.15      0.8889      0.6899      0.0126      0.0163       2.188      10.607       3.448    1631.422       1.198      15.337       0.959        0.80     292795.    0.0696  
      170.23      0.9218      0.5078      0.0062      0.0113       1.513       7.337       1.693    1128.494       0.829       7.531       0.681        0.81     294156.    0.0346  
      176.31      0.9548     -0.0070      0.0000      0.0063       0.844       4.093      -0.013     629.520       0.462      -0.056      -0.009        0.81     295549.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      14000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1096      0.0509       8.534      38.420      34.649    6363.802       4.341     154.121       2.470        0.83     292907.    0.5687  
        6.55      0.0329      0.0693      0.1092      0.0519       8.697      39.154      34.541    6485.279       4.424     153.638       2.416        0.83     293160.    0.5554  
       13.09      0.0658      0.1355      0.1088      0.0529       8.870      39.935      34.417    6614.717       4.512     153.087       2.360        0.83     293447.    0.5416  
       19.64      0.0988      0.1983      0.1084      0.0540       9.052      40.754      34.272    6750.358       4.604     152.440       2.303        0.83     293770.    0.5273  
       26.19      0.1317      0.2577      0.1078      0.0551       9.240      41.597      34.097    6889.910       4.700     151.665       2.245        0.83     294130.    0.5127  
       32.74      0.1646      0.3138      0.1072      0.0562       9.428      42.444      33.886    7030.310       4.795     150.723       2.186        0.83     294532.    0.4978  
       39.28      0.1975      0.3665      0.1063      0.0573       9.612      43.274      33.626    7167.778       4.889     149.567       2.128        0.83     294976.    0.4827  
       45.83      0.2305      0.4159      0.1053      0.0584       9.787      44.059      33.306    7297.847       4.978     148.145       2.070        0.84     295466.    0.4673  
       52.38      0.2634      0.4623      0.1041      0.0593       9.944      44.770      32.914    7415.481       5.058     146.401       2.013        0.84     296001.    0.4518  
       58.93      0.2963      0.5057      0.1026      0.0601      10.078      45.372      32.436    7515.271       5.126     144.274       1.958        0.84     296585.    0.4361  
       65.47      0.3292      0.5464      0.1008      0.0607      10.181      45.833      31.859    7591.615       5.178     141.707       1.903        0.84     297217.    0.4203  
       72.02      0.3622      0.5844      0.0986      0.0611      10.244      46.119      31.170    7638.918       5.210     138.642       1.851        0.84     297899.    0.4042  
       78.57      0.3951      0.6198      0.0960      0.0612      10.261      46.195      30.357    7651.589       5.219     135.028       1.799        0.84     298631.    0.3878  
       85.12      0.4280      0.6529      0.0930      0.0610      10.224      46.031      29.411    7624.409       5.201     130.820       1.750        0.84     299413.    0.3712  
       91.66      0.4609      0.6836      0.0896      0.0604      10.128      45.595      28.323    7552.247       5.151     125.981       1.701        0.84     300245.    0.3541  
       98.21      0.4939      0.7119      0.0857      0.0594       9.964      44.860      27.088    7430.384       5.068     120.486       1.654        0.84     301126.    0.3366  
      104.76      0.5268      0.7380      0.0813      0.0580       9.729      43.800      25.703    7254.809       4.948     114.325       1.607        0.84     302057.    0.3187  
      111.31      0.5597      0.7617      0.0764      0.0562       9.417      42.398      24.169    7022.609       4.790     107.506       1.561        0.85     303036.    0.3002  
      117.85      0.5926      0.7830      0.0711      0.0538       9.028      40.645      22.495    6732.357       4.592     100.059       1.516        0.85     304062.    0.2812  
      124.40      0.6256      0.8018      0.0655      0.0511       8.564      38.554      20.698    6386.019       4.356      92.065       1.470        0.85     305135.    0.2616  
      130.95      0.6585      0.8172      0.0594      0.0479       8.033      36.163      18.799    5989.923       4.086      83.616       1.423        0.85     306254.    0.2414  
      137.50      0.6914      0.8287      0.0532      0.0444       7.440      33.495      16.816    5547.914       3.784      74.799       1.375        0.85     307418.    0.2205  
      144.04      0.7243      0.8350      0.0467      0.0405       6.794      30.586      14.769    5066.106       3.456      65.690       1.322        0.85     308627.    0.1988  
      150.59      0.7573      0.8341      0.0401      0.0364       6.100      27.463      12.671    4548.947       3.103      56.361       1.263        0.86     309879.    0.1759  
      157.14      0.7902      0.8234      0.0333      0.0320       5.364      24.147      10.540    3999.685       2.728      46.881       1.195        0.86     311174.    0.1518  
      163.69      0.8231      0.7970      0.0265      0.0274       4.595      20.687       8.390    3426.479       2.337      37.319       1.111        0.86     312513.    0.1258  
      170.23      0.8560      0.7439      0.0197      0.0227       3.807      17.138       6.239    2838.752       1.936      27.749       0.997        0.86     313894.    0.0974  
      176.78      0.8890      0.6420      0.0130      0.0180       3.013      13.565       4.104    2246.832       1.533      18.253       0.828        0.87     315318.    0.0656  
      183.33      0.9219      0.4401      0.0063      0.0133       2.229      10.037       2.007    1662.503       1.134       8.928       0.548        0.87     316784.    0.0303  
      189.88      0.9548     -0.0101     -0.0001      0.0088       1.470       6.620      -0.029    1096.505       0.748      -0.130      -0.012        0.87     318286.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      15000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1092      0.0568      11.722      49.253      39.635    8740.765       5.565     176.295       2.057        0.89     313841.    0.5065  
        7.04      0.0330      0.0622      0.1089      0.0578      11.929      50.126      39.535    8895.802       5.663     175.853       2.016        0.89     314110.    0.4958  
       14.07      0.0660      0.1217      0.1086      0.0589      12.152      51.061      39.423    9061.686       5.769     175.353       1.973        0.89     314415.    0.4847  
       21.11      0.0991      0.1785      0.1082      0.0601      12.386      52.043      39.291    9235.958       5.880     174.767       1.930        0.89     314758.    0.4731  
       28.14      0.1321      0.2326      0.1078      0.0612      12.626      53.053      39.132    9415.254       5.994     174.060       1.885        0.89     315143.    0.4613  
       35.18      0.1651      0.2839      0.1073      0.0624      12.867      54.066      38.936    9594.979       6.108     173.187       1.841        0.89     315571.    0.4493  
       42.21      0.1981      0.3324      0.1066      0.0635      13.101      55.048      38.690    9769.271       6.219     172.093       1.796        0.89     316045.    0.4371  
       49.25      0.2311      0.3785      0.1057      0.0646      13.316      55.953      38.379    9929.765       6.321     170.709       1.753        0.89     316568.    0.4248  
       56.29      0.2642      0.4222      0.1046      0.0655      13.503      56.740      37.988   10069.529       6.410     168.969       1.711        0.90     317141.    0.4125  
       63.32      0.2972      0.4638      0.1033      0.0662      13.652      57.365      37.499   10180.415       6.481     166.797       1.671        0.90     317766.    0.4002  
       70.36      0.3302      0.5034      0.1016      0.0667      13.751      57.779      36.897   10253.966       6.528     164.116       1.632        0.90     318445.    0.3878  
       77.39      0.3632      0.5412      0.0996      0.0669      13.789      57.939      36.163   10282.283       6.546     160.851       1.595        0.90     319177.    0.3752  
       84.43      0.3963      0.5774      0.0972      0.0667      13.757      57.804      35.281   10258.395       6.531     156.931       1.560        0.90     319965.    0.3625  
       91.47      0.4293      0.6119      0.0943      0.0662      13.647      57.343      34.239   10176.441       6.479     152.297       1.526        0.90     320807.    0.3493  
       98.50      0.4623      0.6448      0.0910      0.0652      13.453      56.526      33.026   10031.566       6.386     146.899       1.493        0.90     321703.    0.3357  
      105.54      0.4953      0.6760      0.0871      0.0639      13.169      55.334      31.633    9819.914       6.252     140.702       1.461        0.90     322654.    0.3214  
      112.57      0.5283      0.7053      0.0828      0.0620      12.792      53.749      30.056    9538.632       6.072     133.689       1.429        0.91     323658.    0.3065  
      119.61      0.5614      0.7327      0.0780      0.0597      12.318      51.760      28.297    9185.707       5.848     125.865       1.397        0.91     324714.    0.2907  
      126.64      0.5944      0.7578      0.0726      0.0570      11.749      49.370      26.364    8761.583       5.578     117.269       1.365        0.91     325822.    0.2741  
      133.68      0.6274      0.7804      0.0669      0.0538      11.090      46.601      24.279    8270.101       5.265     107.994       1.332        0.91     326980.    0.2567  
      140.72      0.6604      0.7996      0.0608      0.0502      10.355      43.509      22.066    7721.440       4.916      98.151       1.296        0.91     328187.    0.2382  
      147.75      0.6934      0.8139      0.0544      0.0464       9.561      40.173      19.749    7129.360       4.539      87.845       1.256        0.91     329443.    0.2184  
      154.79      0.7265      0.8213      0.0478      0.0423       8.719      36.637      17.349    6501.824       4.139      77.170       1.210        0.92     330747.    0.1972  
      161.82      0.7595      0.8154      0.0410      0.0382       7.875      33.091      14.881    5872.535       3.739      66.189       1.149        0.92     332097.    0.1734  
      168.86      0.7925      0.7944      0.0341      0.0340       7.010      29.454      12.367    5227.112       3.328      55.010       1.073        0.92     333494.    0.1476  
      175.90      0.8255      0.7530      0.0271      0.0297       6.125      25.736       9.834    4567.387       2.908      43.741       0.977        0.92     334937.    0.1198  
      182.93      0.8586      0.6797      0.0201      0.0254       5.240      22.018       7.302    3907.506       2.488      32.480       0.848        0.93     336426.    0.0896  
      189.97      0.8916      0.5557      0.0132      0.0212       4.374      18.379       4.799    3261.661       2.076      21.345       0.667        0.93     337960.    0.0572  
      197.00      0.9246      0.3489      0.0065      0.0172       3.545      14.895       2.354    2643.372       1.683      10.472       0.404        0.93     339539.    0.0242  
      204.04      0.9576     -0.0004      0.0000      0.0134       2.765      11.617      -0.002    2061.652       1.312      -0.010       0.000        0.93     341165.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
